"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[age]"	"Sample Characteristic Ontology Term[age]"	"Sample Characteristic[developmental stage]"	"Sample Characteristic Ontology Term[developmental stage]"	"Sample Characteristic[sex]"	"Sample Characteristic Ontology Term[sex]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[progenitor cell type]"	"Sample Characteristic Ontology Term[progenitor cell type]"	"Sample Characteristic[cell type]"	"Sample Characteristic Ontology Term[cell type]"	"Sample Characteristic[cell line]"	"Sample Characteristic Ontology Term[cell line]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[growth condition]"	"Sample Characteristic Ontology Term[growth condition]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[time]"	"Factor Value Ontology Term[time]"	"Factor Value[individual]"	"Factor Value Ontology Term[individual]"	"Factor Value[cell type]"	"Factor Value Ontology Term[cell type]"	"Factor Value[cell line]"	"Factor Value Ontology Term[cell line]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR2967517"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_G2_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967518"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_G3_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967519"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_G8_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967520"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_G9_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967521"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H10_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967522"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H11_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967523"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H12_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967524"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H2_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967525"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H4_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967526"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H5_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967527"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H6_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967528"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"ESC organoid 2"		"not applicable"		"blastocyst"	"http://purl.obolibrary.org/obo/UBERON_0000358"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"inner cell mass"	"http://purl.obolibrary.org/obo/UBERON_0000087"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg2_H8_hOrg_ESC_reg2_53d"		"53 day"		"ESC organoid 2"		"embryonic stem cell"	"http://purl.obolibrary.org/obo/CL_0002322"	"H9"		"cortical-like ventricle - region 2"	
"SRR2967529"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_A10_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967530"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_A5_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967531"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_A8_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967532"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B10_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967533"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B11_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967534"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B12_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967535"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B1_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967536"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B2_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967537"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B3_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967538"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B5_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967539"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B8_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967540"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_B9_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967541"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C11_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967542"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C12_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967543"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C1_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967544"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C4_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967545"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C5_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967546"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C6_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
"SRR2967547"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"iPSC organoid 3"		"36 year"		"adult"	"http://www.ebi.ac.uk/efo/EFO_0001272"	"female"	"http://purl.obolibrary.org/obo/PATO_0000383"	"skin"	"http://purl.obolibrary.org/obo/UBERON_0000014"	"fibroblast"	"http://purl.obolibrary.org/obo/CL_0000057"	"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"		"organoid culture"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"mdOrg3_C7_hOrg_iPSC_reg3_58d"		"58 day"		"iPSC organoid 3"		"induced pluripotent stem cell"	"http://www.ebi.ac.uk/efo/EFO_0004905"	"409B2"		"cortical-like ventricle - region 3"	
